row ID	row m/z	row retention time	OOI-3cm-B Peak area	OOI-7cm-B Peak area	OOI-8cm-B Peak area	OOI-0cm-B Peak area	OOI-4cm-B Peak area	OOI-2cm-B Peak area	OOI-5cm-B Peak area	115-9 Peak area	123-8cm-B Peak area	123-9cm-B Peak area	123-5cm-B Peak area	123-4 Peak area	123-7 Peak area	123-3 Peak area	123-6 Peak area	064-7 Peak area	085-8cm-A Peak area	085-9cm-B Peak area	115-4cm-B Peak area	115-8 Peak area	123-2cm-B Peak area	123-0 Peak area	115-5 Peak area	115-3 Peak area	115-7 Peak area	085-5cm-B Peak area	115-1 Peak area	064-9 Peak area	064-5cm-B Peak area	115-2cm-B Peak area	OOI-6 Peak area	085-7cm-B Peak area	085-6 Peak area	123-1 Peak area	115-6 Peak area	085-0 Peak area	085-4 Peak area	064-2cm-B Peak area	115-0 Peak area	085-2 Peak area	064-6 Peak area	085-1 Peak area	064-4 Peak area	085-3 Peak area	064-8 Peak area	064-3 Peak area	064-1 Peak area	064-0 Peak area	
1484	411.36124867971500	18.122795	0	0	59.618217	92.18583	72.00202	79.73117	123.69981	224.23647	38.18216	0	140.65143	203.74745	140.83046	321.4718	155.81247	0	89.743256	0	260.25873	326.82602	154.51086	176.94048	81.812454	213.83768	0	157.05296	310.6303	0	51.195366	303.06906	153.70712	93.36586	0	193.74966	0	110.87456	43.074215	133.2244	227.94719	0	56.871925	0	79.407425	0	125.16199	230.25113	0	152.68011	
630	613.3019647019500	15.3611	101.889656	180.20197	201.73921	0	127.68414	58.759747	91.65761	1581.7921	2414.2822	2188.678	1954.7422	530.1247	440.49646	786.5433	479.70105	0	251.11337	53.50208	987.06683	879.28015	1574.3975	393.39313	1151.4727	1356.2589	1222.2095	101.94316	1118.8136	69.93534	796.6249	760.5674	109.310196	360.1448	422.24374	434.55054	867.2023	102.55348	280.68576	583.521	533.54736	270.3721	209.52971	94.794495	613.8601	240.37392	0	302.01672	608.1467	338.25287	
1190	577.279591891617	17.060802	0	0	22.38491	303.06964	50.1429	75.21233	34.94822	88.21901	92.5426	199.4379	352.94986	197.36449	51.040768	91.23257	58.82802	0	0	0	131.66304	152.59756	253.18329	79.45726	227.28725	296.0955	240.11162	202.94101	92.23261	0	112.31086	167.46959	49.716125	84.90857	64.43978	316.49243	124.27765	389.53772	598.9355	134.13658	157.42503	416.42703	60.98822	449.99112	81.405464	906.55566	0	124.45213	101.34948	21.134525	
884	441.3718247663940	16.495932	47.455914	48.08914	0	0	44.47518	0	41.204494	318.10605	29.053127	0	65.1095	375.6503	308.81274	396.02966	409.40204	253.18689	461.3376	253.68274	250.75114	127.833145	39.5263	88.71556	129.92651	92.42103	38.46914	121.466286	113.87036	330.16602	201.69426	155.4876	0	375.21603	424.07486	330.92117	0	0	141.46498	189.82904	0	60.065723	219.85982	0	186.53589	41.895924	356.3611	229.21872	208.61172	402.47324	
1798	570.5432260337530	19.327791	0	0	0	0	0	0	0	0	57.8244	0	0	0	0	0	0	0	157.39355	0	0	36.62254	0	0	0	0	0	201.22125	0	0	0	0	0	133.3825	101.16714	0	0	0	0	46.88009	0	0	39.195877	0	61.609337	0	0	0	0	83.15311	
395	639.4014538524520	14.13202	0	38.948822	86.63796	0	39.03768	48.87791	0	446.69104	232.6545	183.39937	380.02194	586.3961	479.50327	930.9479	768.5902	0	0	0	707.9894	546.3866	511.952	986.0652	239.65189	239.57776	360.50745	60.62193	0	0	182.72041	845.1062	0	60.515472	0	853.1559	363.46942	198.42577	104.75419	434.03574	230.83127	124.38632	0	194.04181	41.02146	67.258896	0	534.9031	83.75438	2361.317	
1492	547.4692658457070	18.128712	0	0	61.42296	0	0	48.946163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853.65283	0	0	140.99953	0	99.925224	0	374.54398	0	0	0	344.83942	176.53711	0	0	66.8821	0	0	0	92.689995	87.20031	98.020935	35.82366	
80	1019.7207626331900	11.100421	0	0	0	0	0	14.777725	0	50.980297	0	0	65.71262	30.407473	0	0	0	0	0	0	0	47.095455	69.07973	55.303833	41.50393	61.556583	36.420696	0	0	0	0	35.849815	0	0	0	42.612	79.11203	0	0	0	68.067184	0	0	0	0	0	0	20.028	0	0	
1900	1115.658894986670	19.603243	0	0	0	88.97099	0	338.46945	0	0	0	0	511.2852	245.77773	109.08142	239.09648	164.14265	0	0	0	0	0	1189.7675	204.23431	308.56012	410.581	376.5342	0	383.67822	0	0	0	0	0	0	172.00534	380.62683	1034.4152	114.203674	64.796265	532.0847	233.264	0	395.74722	0	182.04556	0	232.24213	0	105.693375	
1504	512.5034032523340	18.176586	81.77714	0	85.94331	52.34384	0	49.621643	58.192207	0	83.36689	55.73863	46.74788	45.15629	0	0	58.209354	50.89936	92.485535	53.47735	0	76.08946	0	0	0	38.215614	0	312.99902	0	0	46.269382	54.69455	45.625412	137.65817	149.71431	0	0	52.55068	185.93886	56.76715	0	0	98.41201	0	41.39943	0	134.82213	66.91052	0	0	
1792	580.5682289258860	19.294672	0	0	55.49704	0	0	0	0	106.57156	40.44912	49.59842	64.02535	0	56.3458	67.0686	111.89966	0	145.3306	171.01581	123.52673	134.81758	0	36.242153	0	0	0	359.09485	0	0	185.62204	57.70948	0	419.64954	328.89774	0	0	0	0	141.55751	0	0	367.12524	0	204.45142	0	902.39154	128.23444	197.75981	139.4693	
1585	677.5467198752680	18.429287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1513.3835	124.902756	101.75697	0	0	0	0	0	0	0	49.227367	0	6778.496	555.2513	0	0	230.0293	340.14322	0	0	0	138.89835	493.70496	0	0	1276.1527	0	1148.6224	0	7468.897	375.29727	733.4708	140.37947	
1977	443.4454379658350	19.822475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.66745	0	0	0	0	0	0	48.25718	0	
323	494.35956027861900	13.665116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492.3935	
1117	510.39688457538100	16.959534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.10411	0	1071.8966	
1633	556.5288519277940	18.577423	341.37985	0	0	0	0	0	380.5895	398.648	335.16882	0	0	292.95978	410.998	279.58694	213.72748	0	0	0	288.3052	0	332.39264	257.9728	259.6181	256.611	124.897736	315.23605	643.18964	0	296.44882	416.7523	444.11526	0	230.72365	207.6991	188.93567	381.23557	221.15767	0	186.46948	242.00328	176.5489	272.90988	229.05933	259.87622	0	361.50098	289.87125	350.1686	
439	361.2448053841250	14.368541	0	0	0	0	0	0	0	163.70064	0	127.54337	94.34607	96.90375	395.5909	146.76006	0	0	0	0	166.65741	172.16562	61.10793	53.545086	0	0	0	111.73735	0	0	0	185.49628	0	130.6418	0	182.71877	0	0	45.393227	48.51641	0	0	0	0	101.25167	0	0	57.76326	0	0	
728	549.2496080212780	15.855452	296.76462	0	606.71783	314.52216	398.39297	432.31845	339.64725	439.6053	2357.2812	2127.9968	2546.2395	678.28613	714.50604	845.8725	551.0912	0	783.6635	0	805.2646	509.66187	3218.0256	1641.9282	5897.925	7336.9727	4273.1406	1053.3947	7639.6343	0	0	717.09155	337.34146	1068.2266	571.5677	1723.1797	4996.968	5157.4775	2199.1887	625.199	7996.0215	4713.998	214.96565	6470.9453	298.45563	4104.4473	0	1013.93945	544.43164	748.5202	
1028	499.21176889673200	16.748913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.3002	0	68.7675	37.910187	159.70766	98.19281	44.387318	0	220.49786	0	0	27.503216	0	0	0	0	40.22882	0	0	0	0	0	0	35.021156	0	20.600868	0	0	0	0	
1646	993.4767474407730	18.635784	0	0	0	0	0	0	0	316.63864	52.446926	0	325.88223	158.06499	223.49762	244.35902	366.0679	0	0	0	266.05957	304.69464	319.8831	225.29558	349.5553	342.42673	0	0	131.8211	0	0	269.8662	0	0	0	329.40305	365.3061	41.622955	0	63.193336	242.20667	0	0	100.47671	0	0	0	67.986496	0	89.9912	
1599	677.5470287587700	18.463297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991.1367	113.58403	91.54369	0	0	0	0	0	0	0	49.227367	0	0	528.32715	0	0	246.35359	138.44879	0	0	0	143.53001	460.88477	0	0	697.8065	0	949.6663	0	4095.1057	303.22543	342.6066	106.29038	
2004	811.6560510520510	19.885141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650.94635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029.8486	0	0	0	
2112	697.623143500634	20.195795	179.43929	155.27837	240.88332	110.93652	148.21509	152.54422	146.31358	161.76688	240.79506	221.26779	157.67432	0	0	84.38039	132.36539	0	0	0	174.6215	232.06352	156.79688	0	159.41194	149.90216	103.14714	72.42685	0	0	114.90264	170.84578	165.39345	114.90863	0	84.43507	112.63425	56.04046	65.6689	101.69786	0	68.318245	0	80.25165	0	0	0	63.121185	73.06756	64.66753	
964	411.2673359619620	16.611092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.158215	0	254.40286	
1379	546.3842219326130	17.671461	58.925583	45.544044	0	0	0	0	0	157.95505	227.13509	229.07957	228.85474	178.65207	226.27802	165.55101	233.97005	0	64.71496	0	84.20832	165.36429	327.66727	62.580452	303.93054	557.96906	442.4691	123.77116	172.5811	0	53.209568	95.39023	42.42444	0	119.26128	104.49686	397.2847	421.93124	310.09253	56.867054	673.3494	481.40686	62.186596	444.334	75.81041	411.9705	0	152.33029	120.98233	66.79654	
2177	556.507616449916	20.436916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424.7159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2328	797.6731590995680	20.925095	0	0	0	0	0	0	0	0	0	0	0	494.81277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.2637	0	0	0	0	0	0	0	0	0	0	0	40.161346	0	0	0	0	0	0	0	0	0	
388	623.4091842348520	14.088226	101.98003	103.48774	131.06859	0	89.514046	104.10564	124.74263	159.61807	203.60408	170.25249	169.37704	77.57247	120.28667	166.82976	260.6537	0	0	0	270.29486	119.25704	141.49715	120.12724	78.03232	101.97525	166.82391	0	0	0	0	184.01775	103.31164	0	0	70.8159	0	383.3769	92.01384	0	132.92061	60.899124	0	170.41818	0	73.504486	0	79.78107	85.64374	89.56016	
1234	716.5656540758960	17.159569	0	0	0	0	0	0	0	134.70865	310.8748	333.81787	66.00417	33.77251	210.66649	88.18401	142.95882	0	0	0	128.57153	195.51279	65.602745	35.451912	195.9892	121.276085	295.19376	0	25.526562	0	21.345469	103.36837	0	35.573162	33.580627	0	201.66434	309.50323	38.16645	20.031202	51.90466	35.83304	0	0	53.55595	58.727722	0	35.966873	0	82.131775	
477	563.3880496955660	14.700756	40.394436	37.208683	0	0	38.690506	37.763004	0	155.42628	330.73013	228.32664	363.85928	151.92264	0	196.85991	284.65265	0	0	0	194.17587	167.9033	483.13092	0	0	241.07162	0	0	0	0	0	95.3363	0	0	0	0	234.8335	220.9896	78.40245	0	240.18655	125.74054	0	161.07458	0	174.6757	0	88.03168	0	86.72126	
396	361.24406598613000	14.149197	0	49.619415	0	0	0	0	40.092415	523.5499	88.48732	0	128.20233	62.384384	215.02972	0	0	0	0	0	166.99884	652.5108	76.8676	64.30206	0	41.15106	136.05782	195.62909	0	0	0	229.85509	0	99.45374	0	70.89958	105.70794	0	0	0	0	0	0	0	0	0	0	0	0	0	
104	943.6688005326290	11.39961	300.9871	241.59389	248.5258	135.85907	331.7042	223.51585	234.10732	185.15898	264.8388	195.04305	289.37085	0	161.86568	105.660576	0	0	0	0	189.15099	187.33823	405.83817	0	202.47157	255.35951	136.03593	47.528236	115.25587	0	104.94806	178.18404	202.74254	91.51691	197.51456	166.96404	198.24832	157.52466	124.403595	135.8326	220.09233	142.81563	0	175.73071	0	153.5493	0	123.339905	114.99387	185.9387	
835	711.4801878651620	16.336079	72.16979	124.220795	138.69337	64.573814	117.264565	97.87015	100.88586	282.24124	239.13686	248.47925	235.86464	56.308464	112.194016	101.5593	130.54999	0	0	0	197.06499	204.14096	177.44897	49.93714	0	88.04617	199.11096	0	0	0	98.04764	186.04689	92.43059	111.568146	62.337547	37.882526	108.16581	61.617195	78.20358	122.88553	67.19829	155.48074	0	84.753784	0	102.29542	0	97.10676	69.58319	0	
1360	736.5687097158370	17.647207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.84221	0	0	0	0	0	0	0	0	338.02588	0	0	0	0	0	0	0	105.44266	164.33286	0	
2116	836.6637444509540	20.221128	0	0	0	0	0	0	0	48.836884	118.60441	86.745605	0	0	56.458607	0	0	0	0	0	307.63687	107.492065	86.27533	0	0	0	0	0	0	0	0	0	0	0	0	0	181.14398	37.23475	43.415413	0	0	0	0	103.01764	0	158.6254	0	0	0	0	
761	583.2312086563750	16.030117	0	0	0	651.84686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.12941	0	0	0	0	0	0	0	0	0	0	0	0	
1545	411.36126063005100	18.263554	0	53.098152	0	169.60568	119.41942	172.42221	0	251.12144	0	72.93484	187.24582	0	113.6496	226.43852	190.00725	615.6725	208.9642	349.8982	221.204	396.43594	160.3002	147.65797	188.78868	201.80923	103.18002	107.82716	221.79706	292.49146	229.35214	389.79193	183.45271	265.0573	242.69633	182.28038	63.04826	0	137.35245	192.80046	182.1412	70.010445	344.75885	128.20436	250.58139	0	517.5103	330.36728	202.932	382.14844	
2074	675.5525144599410	20.096577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.8132	0	0	0	0	0	0	292.42926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2202	704.546783781209	20.493681	0	0	0	0	0	0	0	0	71.77223	56.962788	0	0	45.53049	0	66.981384	47.748554	0	172.57187	0	43.309963	0	0	0	0	0	126.40261	0	376.1402	0	0	0	0	383.21524	0	218.40086	144.8168	230.13187	0	41.52969	148.2978	875.04626	236.73723	287.16876	330.48175	472.15192	50.01925	87.955505	73.24577	
1361	582.4057365530100	17.619488	207.40039	176.00705	187.44902	0	144.09726	156.83057	162.20164	1740.0079	2648.959	2611.936	3336.4495	2027.4758	3924.5288	3022.6228	4695.813	0	0	0	2170.9426	2017.244	2703.7056	1064.4734	4052.6687	3818.3796	4505.7046	0	380.73602	0	397.1633	1506.8705	183.77893	183.32222	963.29456	2545.994	5008.663	1435.244	1022.1899	657.88763	2865.0947	1899.014	239.82327	1749.5198	561.9871	1539.1929	0	2449.641	1486.5922	2458.9365	
1452	773.5538498968790	17.99676	0	56.668076	0	43.24462	61.534702	0	0	249.22002	196.71397	191.62152	253.9696	111.62752	309.82263	367.8154	191.81061	0	0	0	202.42033	351.31534	236.13608	141.59505	117.09614	114.036224	122.85213	0	71.46751	0	42.40911	352.55038	0	59.678215	71.63423	306.11523	76.91124	0	0	136.6269	136.38362	0	0	50.552338	37.720097	0	0	199.33742	0	151.19629	
1179	730.5721655341810	17.061405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4685	0	0	35.190876	0	0	588.12823	0	0	0	0	0	0	0	0	0	0	0	0	
1251	581.3982992509320	17.1888	430.22162	632.3282	857.39044	107.05143	404.7307	347.35214	666.71375	2366.6287	2547.4812	3092.8213	3546.1006	2905.4607	3137.753	3035.3018	3648.4155	0	70.54914	126.40438	1419.3955	2480.2273	3138.503	1480.1134	1921.1019	4894.5615	3519.9177	555.1592	868.9148	0	590.6286	937.7867	248.2023	448.57462	908.1642	2264.5278	3689.0835	2451.9556	1718.0121	721.76184	5658.035	2210.8296	304.23312	3926.08	807.9119	2201.7603	58.23947	2138.5017	1215.5927	1424.6376	
1015	549.2533953654900	16.738987	0	0	0	0	0	0	0	234.75444	28.570108	28.261604	57.461754	132.35706	239.99902	121.31341	116.36067	0	0	0	189.98466	307.94025	36.039516	59.508247	0	41.14753	65.2111	0	0	0	64.191956	168.53114	0	39.81981	115.800026	132.9609	0	0	77.488884	78.03055	30.278328	20.909758	44.154987	37.437035	194.19673	64.99712	0	120.564964	157.75215	79.30404	
2146	755.5961656504830	20.34333	455.42096	308.54483	1152.1394	330.721	351.89728	967.6653	1258.5746	853.6354	1185.0698	1075.1299	1088.055	544.92725	697.1177	844.89764	1134.996	0	90.85704	0	950.4058	1429.5968	783.28467	593.70465	1383.6565	1376.6118	1032.0844	556.30316	692.00134	0	193.7673	994.8175	1263.998	780.7274	445.5477	887.1899	1110.7365	1034.0372	363.96112	336.65466	853.81433	525.86475	85.89726	556.5103	319.32117	405.00372	0	702.87415	204.69623	266.08698	
1445	691.6548495518160	17.97295	140.73882	0	0	0	0	0	108.63893	0	0	0	0	100.551956	0	0	0	0	0	0	0	0	0	1117.4047	0	0	0	0	0	0	0	0	0	0	0	0	0	67.36683	0	0	0	0	815.5875	0	0	760.052	0	1486.4385	0	231.10576	
2054	708.5093933653750	20.037115	46.241913	0	37.216145	0	52.69455	70.37446	47.031418	152.59506	220.9731	185.28795	158.77739	84.91776	148.96756	508.337	408.1723	0	0	0	232.01855	169.88066	156.9752	70.90376	124.52293	111.07412	101.36735	0	0	0	48.090324	181.69556	50.25044	60.17918	89.582825	164.76733	82.81423	97.73055	0	127.78954	0	77.57214	0	142.10925	0	165.65881	0	212.31386	117.717674	161.73428	
341	637.3863161743710	13.795832	49.078354	38.38252	40.126713	0	28.94794	0	0	121.21211	110.88781	59.79216	141.20607	163.63411	0	261.27905	175.77322	0	0	0	125.05674	62.93344	145.30188	130.99414	56.78129	154.65634	96.1122	0	0	0	0	177.22961	0	0	0	148.41748	55.63418	189.551	0	141.30853	163.89986	66.15948	0	122.44635	0	87.022255	0	272.34174	0	397.8216	
407	361.244616294114	14.226335	0	0	0	0	0	0	0	263.7348	330.83652	105.38774	190.50905	0	241.4661	161.4648	436.3615	0	0	0	322.20514	298.37805	49.993835	96.68193	0	78.176895	121.78536	120.2724	0	0	0	262.86932	0	192.89735	0	163.01324	59.692966	0	56.777523	109.76292	0	0	0	0	0	0	0	53.5255	40.203983	0	
155	542.3241035670940	12.269751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.2969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460.24744	
506	511.3369693332810	14.869474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.639854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1498.9503	
552	599.4087330619990	15.129349	327.26138	221.4867	275.13913	177.95206	262.6491	270.38593	217.19798	670.3256	389.12616	298.42886	924.0484	749.9136	481.51804	1394.8276	1098.8325	0	0	0	2303.1904	855.025	2001.3611	761.13434	307.88812	611.4685	264.27484	0	987.3891	0	0	458.21213	197.9992	0	0	1130.984	323.18085	260.85992	137.86961	630.775	840.8333	221.19333	0	455.68414	0	209.55905	0	384.52844	0	1341.6873	
722	621.3921075347540	15.852044	4886.5503	4479.9673	5201.111	1533.6371	4234.964	3200.4321	3475.5269	8203.819	4723.6987	3832.5464	11808.699	13915.83	0	0	6138.635	192.20178	588.4019	287.00723	23486.88	7096.913	19055.127	10915.375	0	0	0	760.3427	1375.1316	476.7359	1494.8641	13947.236	3127.3657	0	1973.338	5215.014	4841.8096	4094.1357	0	5895.201	6657.7363	0	317.6848	3768.5586	1715.8635	0	476.00076	5073.736	0	7120.7637	
2007	1197.957452282820	19.902151	195.94931	0	0	0	0	359.3916	0	0	515.0486	0	0	0	0	0	0	0	784.0149	1137.1716	0	0	85.54831	0	0	0	0	0	0	0	258.48138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1600	603.3945568018770	18.488138	0	0	0	0	0	0	0	0	0	0	0	0	0	69.267845	232.64565	0	0	0	0	189.80878	0	0	0	0	0	0	0	40.959286	500.1875	0	0	0	0	0	0	0	0	465.21027	0	0	297.2495	0	386.78192	0	158.96701	522.4775	618.3795	108.71624	
2274	561.5307431838260	20.744715	234.32399	205.13887	197.52577	222.60442	272.20288	227.17879	220.993	76.46174	50.100285	60.449722	0	0	54.728626	57.609364	51.300087	0	41.04585	0	83.1806	125.28524	0	0	0	0	0	117.835434	0	0	0	82.291084	300.26288	89.397545	0	0	0	59.376514	0	0	0	0	0	0	0	0	0	53.498344	0	43.733578	
880	673.48843484326	16.48508	0	39.836178	0	0	0	0	0	0	149.57637	153.5569	86.08412	0	54.18598	58.158367	48.199844	0	210.23181	294.23083	90.21256	168.27498	71.48845	31.384792	64.710686	35.632378	36.64866	66.97969	0	60.74295	95.21178	80.08702	0	142.77731	110.82248	0	52.779736	43.106594	78.10336	0	0	115.55073	0	0	0	47.5673	0	39.742928	48.721474	51.38497	
1981	753.5820613334730	19.820532	471.9039	527.2153	305.48642	187.99559	345.3912	735.5787	740.3713	587.0686	576.38043	301.10974	226.1627	375.04837	969.49133	813.78973	1352.7953	0	64.88847	0	182.91855	736.50323	192.33032	369.4355	1380.7826	803.8439	517.0246	208.1771	1026.9705	39.781273	0	186.26518	314.3661	284.33112	672.39966	860.77625	1068.9323	1453.8434	596.3699	113.14286	885.3438	667.3703	194.26422	787.9546	596.38837	585.58905	102.8584	1109.926	444.1825	553.01746	
857	835.5838493510340	16.416002	54.275494	107.96901	66.248215	71.003334	97.843445	0	0	179.51501	102.1942	114.828804	285.47852	86.27733	67.34045	162.41211	99.44837	0	0	0	92.31518	228.72336	330.89575	0	111.80352	89.885	141.15918	0	63.066647	0	0	81.932816	0	0	0	54.500214	66.660904	0	0	73.399765	102.657074	0	0	57.668518	0	0	0	124.151726	57.45192	61.63065	
2317	761.7345900489560	20.882044	0	0	0	0	0	0	0	0	0	0	0	280.64175	624.19257	0	2248.129	0	117.54004	0	0	0	0	0	0	0	0	1202.1531	0	0	0	0	0	0	424.89093	0	367.6574	0	0	0	3749.173	0	0	1476.1388	0	0	0	0	151.42755	6869.6777	
602	599.4098452295470	15.267282	652.5492	588.13763	592.3624	210.76086	627.79333	444.2565	353.95325	2625.1538	931.4971	674.036	2717.7542	7003.8843	5579.447	10802.158	9367.607	0	0	0	6841.1025	3281.3945	5285.941	4423.514	1712.9529	3680.7678	1332.2448	99.04125	586.79834	0	421.45825	4699.1367	508.59567	235.9793	659.55774	8145.2666	2001.8853	2154.2656	606.06714	1478.0591	2688.518	952.3061	239.56686	0	471.08673	570.0258	0	4800.7134	1207.7106	7044.04	
228	441.2612060022640	12.872269	37.25768	0	0	51.04331	44.862396	44.455208	0	0	164.25533	211.14893	200.51173	114.52081	32.50776	123.120094	100.27904	0	0	0	0	42.961315	210.74564	133.85957	270.61932	219.12778	263.18112	0	33.7582	0	0	108.26119	77.14217	0	0	0	254.98997	0	0	0	240.58151	58.454067	0	126.987045	0	0	0	0	0	0	
207	447.2507079587610	12.785086	0	0	0	0	0	0	0	47.126503	32.682545	0	41.250748	14.561287	0	81.50309	0	0	0	0	58.851177	0	46.500698	158.44241	0	34.350616	0	0	9.28517	0	0	99.579025	0	0	0	98.5407	0	0	0	0	31.673021	0	0	0	0	0	0	40.356	0	186.49554	
1527	545.5071926015070	18.223682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.296883	0	0	0	0	0	0	0	0	0	0	0	332.36996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
740	587.225618668694	15.937505	40.121323	80.49671	66.27682	62.0251	59.05731	0	54.176746	754.3246	609.13635	566.7859	1048.9369	304.46024	227.66217	401.17462	316.97537	0	46.649223	0	660.98737	610.427	573.5847	516.84094	173.7981	218.62987	154.82654	0	129.39569	0	354.47592	1316.7878	0	181.05307	110.64274	310.67645	93.43561	0	89.82071	423.10065	184.49953	65.66	0	64.53193	118.038635	92.0675	0	176.8735	165.52184	439.20038	
1618	552.5362958632810	18.548311	106.295685	48.728374	189.81348	0	66.871445	105.75075	39.016575	127.49954	0	49.747005	0	122.814476	240.33792	0	151.03996	634.9458	267.60458	269.70224	0	103.89865	0	38.900223	0	67.63716	0	283.19482	0	3092.1426	561.1173	54.19566	0	391.71265	308.14868	94.3513	0	0	196.34985	531.328	0	0	442.62662	0	765.16675	46.755337	2601.8125	531.8258	473.71213	229.90607	
1888	481.49714430716200	19.540401	150.37762	118.991135	294.41217	107.84514	166.46303	263.44327	268.8652	124.20328	55.754585	138.68858	157.3391	67.97942	0	0	69.86369	384.3633	38.73064	0	127.657745	261.45667	80.38371	0	68.47447	0	0	139.43132	0	0	87.31164	148.28427	262.22055	120.740135	0	0	66.362686	292.69116	0	88.333855	0	53.38948	0	0	104.79634	0	0	213.28868	0	0	
2106	715.5445695928830	20.196405	0	53.553223	0	0	51.67046	38.414978	62.321365	178.50563	174.48256	158.12337	212.88907	154.64157	260.60037	257.01108	292.77808	0	0	0	251.88806	272.3259	177.70837	229.89377	320.75717	275.735	208.65182	178.98419	153.91278	0	52.03486	174.90356	55.194294	0	228.13695	186.17722	229.53296	223.9529	174.50662	84.3177	187.54349	256.18436	0	379.7523	0	360.65256	0	110.87838	164.69876	373.2715	
438	731.5796152432130	14.400897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.24332	0	237.63882	0	0	0	0	0	0	0	0	0	290.24393	66.558464	0	0	0	0	0	0	0	0	0	0	0	121.38052	0	0	0	253.87926	0	0	0	
1608	562.4159020865190	18.50573	70.855286	0	0	0	0	0	0	0	165.26236	176.93994	193.00487	0	0	0	0	0	0	0	0	0	356.3669	0	200.59232	370.4999	92.992065	129.1216	206.60526	0	0	0	52.070698	0	0	0	233.32228	205.76634	146.82541	0	494.62863	221.95932	0	273.90805	0	184.45308	0	0	0	0	
2101	554.5504491384090	20.174847	0	0	0	0	0	0	0	0	0	45.26953	0	0	0	60.130196	81.2924	0	191.13997	0	86.99893	80.13599	0	0	0	0	0	377.30618	0	83.69388	58.08542	99.92341	0	224.03372	243.238	0	0	146.57036	161.24997	92.18294	0	0	0	51.693977	0	0	0	75.423744	0	128.17105	
976	429.3301061466220	16.634394	56.780106	0	72.257515	0	0	0	0	0	0	76.57237	46.58455	0	0	21.692291	0	398.75595	210.72174	227.40591	0	56.627823	51.448616	0	0	0	0	0	0	162.80807	138.93414	55.111958	52.6808	109.5952	25.187397	0	0	0	21.503424	67.36716	0	0	187.1667	0	86.038765	0	196.725	0	0	0	
1326	383.32999249064600	17.437893	0	76.46916	0	61.154243	72.01737	58.68344	0	144.92973	0	40.94134	0	0	89.72353	309.19064	299.38217	0	0	0	0	198.69704	98.57918	0	0	0	40.1158	0	169.81175	0	0	379.5914	90.68264	88.45014	139.65375	0	0	108.72168	0	95.27272	86.29694	39.36487	0	0	108.306755	0	0	270.9311	0	287.7277	
404	377.2354548323320	14.188259	0	0	0	0	0	0	0	0	77.900665	309.52963	84.70537	193.28516	352.0967	0	333.55463	80.53297	0	0	26.172691	0	51.061424	782.1011	154.15121	302.55872	271.9843	0	0	0	84.811516	53.33801	0	0	63.635735	658.1549	64.48076	98.375534	46.872784	80.46628	0	156.36937	0	114.02781	0	132.92946	0	0	0	0	
