ID,064-0 ,064-1 ,064-2 ,064-3 ,064-4 ,064-5 ,064-6 ,064-7 ,064-8 ,064-9 ,085-0 ,085-1 ,085-2 ,085-3 ,085-4 ,085-5 ,085-6 ,085-7 ,085-8 ,085-9 ,115-0 ,115-1 ,115-2 ,115-3 ,115-4 ,115-5 ,115-6 ,115-7 ,115-8 ,115-9 ,123-0 ,123-1 ,123-2 ,123-3 ,123-4 ,123-5 ,123-6 ,123-7 ,123-8 ,123-9 ,OOI-0 ,OOI-2 ,OOI-3 ,OOI-4 ,OOI-5 ,OOI-6 ,OOI-7 ,OOI-8 
765.4029941,132.37605,49.714302,68.92193,165.01176,0,0,0,0,0,0,372.08127,355.5668,426.9719,155.28183,87.452705,0,19.164043,30.14357,0,0,1595.9056,621.17236,285.496,1325.4965,275.35696,924.59064,1124.6024,1020.5295,273.0427,234.27258,374.69666,615.2463,860.1933,371.0926,301.5274,932.72235,179.70901,557.261,932.3588,1174.2703,20.020119,71.94005,86.05126,60.91137,78.64583,36.1774,48.014587,50.448814
603.3812091,0,0,0,43.717583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.65166,0,0,0,80.1613,148.76562,200.40335,151.93361,0,0,0,78.670364,457.86423,0,0,308.32678,0,0,166.97365,95.44344,0,0,63.31511,0,0,0,46.767685,96.858894
361.2447797,0,44.460613,0,39.86897,0,0,0,0,0,0,0,0,0,0,0,64.83631,0,0,0,0,0,58.388317,53.32507,115.454575,90.38947,0,53.012733,0,136.98137,150.97139,56.860184,199.42622,53.854248,261.32043,88.36831,0,164.62476,344.06036,0,0,0,0,0,0,0,0,0,0
568.425994,0,0,312.71124,1586.7593,506.05103,268.79187,0,0,0,0,524.26373,533.9924,1284.5719,899.5923,614.111,324.9869,880.7704,481.20892,297.60413,67.00752,642.6703,437.86606,309.55566,798.11383,339.65512,646.58417,1280.5902,723.9028,452.49872,345.00055,206.8186,0,692.5961,263.165,625.2434,804.19,415.6204,429.33685,489.2334,549.87366,0,165.10437,172.03131,92.93154,79.42302,190.00882,0,154.48872
686.3588246,10077.59,6927.1074,1736.4016,552.87494,1026.3159,3502.6062,400.2886,2738.893,0,6077.44,2582.6504,2638.0479,5345.263,4245.674,5883.967,432.50943,8112.069,635.49255,530.3275,279.32227,1883.2693,196.3254,5482.9155,0,10733.551,2494.3586,902.8699,5184.1074,2466.9739,8653.713,7551.7646,5698.9106,1445.4597,11092.342,6954.545,5865.493,5192.1357,2540.8877,2301.9075,1849.6614,688.20685,1025.2671,239.36539,528.15216,747.65674,2939.0981,1346.7246,627.7092
569.4119463,0,227.5162,328.09503,294.98935,186.47357,389.53113,384.83627,79.976,40.1062,0,0,50.14091,0,0,0,0,0,0,0,0,0,0,143.66472,0,490.59167,0,0,0,3817.9998,4849.905,114.41962,113.155304,0,200.08833,202.9087,0,714.84326,1998.0349,0,0,0,0,0,0,0,0,0,0
789.5802672,45.66603,0,100.92878,92.756134,37.68066,52.26983,0,0,0,0,57.65587,140.87611,71.583496,0,107.3169,122.741714,119.13238,163.70114,0,0,146.9123,0,218.94962,339.5482,204.33592,235.77773,199.78452,185.60611,256.90244,194.75882,76.493996,168.68542,284.29324,191.48346,75.103714,302.64352,165.33936,177.50372,283.34552,324.1683,55.181847,42.431583,97.828575,59.07286,86.83789,37.30043,115.83188,82.0253
395.3332074,83.46504,165.80696,154.91971,342.6226,0,118.20359,42.981697,0,0,46.14716,0,0,47.629726,43.609013,38.589508,0,33.950653,41.20968,0,0,0,19.630579,448.4209,59.061363,381.51135,148.18216,0,0,515.43036,348.5917,438.4869,384.60544,66.31184,601.4717,180.97571,82.826744,636.3837,338.62076,116.04739,63.688335,0,0,0,0,0,0,0,34.474678
853.7075054,0,0,0,0,0,0,0,0,0,0,0,268.95987,159.13904,544.4599,0,0,0,0,0,0,0,0,0,0,0,136.18185,361.23795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603.2580016,0,0,0,0,0,0,0,0,0,0,142.3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.56485,62.981083,0,79.02809,51.111526,0,0,0
586.3292879,246.11061,64.94545,165.7632,407.66797,0,0,0,0,0,0,0,500.38608,130.74513,0,0,0,0,72.80524,0,0,104.603516,0,553.1113,87.661224,350.91858,144.23727,186.0314,129.11818,232.98306,123.55414,169.9551,433.37524,179.16264,298.13104,331.6161,139.44687,239.32417,0,110.60089,72.49035,266.2422,108.90364,91.20403,106.470505,189.59654,192.28857,117.9511,119.72377
443.2770127,0,0,53.413387,0,0,0,0,0,0,0,0,0,0,167.5456,0,0,0,32.827248,0,0,242.22635,62.79953,125.86653,207.02846,0,0,0,159.35475,147.62898,148.00539,117.28603,179.62103,114.1864,436.7175,178.2541,132.09825,0,167.31235,154.13736,175.24352,0,0,53.896923,42.238945,40.20056,52.64175,0,65.052345
679.4298541,0,0,0,0,47.73171,91.63189,516.35077,196.48076,280.62518,147.95593,64.79964,83.25564,65.787605,103.982666,185.28047,185.33783,856.8011,0,0,423.40665,0,225.12155,0,227.42268,0,124.78818,41.680256,84.05907,0,0,99.87832,104.18634,0,98.00474,65.26533,0,0,0,0,109.93854,0,0,0,0,0,0,0,0
816.2816342,3416.2336,2571.6655,744.8651,3196.4082,592.47565,663.3412,479.49033,0,86.95661,63.14752,1521.4513,3945.8303,1955.9177,3629.9243,1598.2749,499.71924,1688.4489,871.39056,103.24018,94.68543,1354.5298,2241.0803,1449.3239,4665.4023,1844.9331,5763.299,6362.2246,3465.9282,2151.277,1490.8552,1414.6797,3123.8994,1819.0046,3778.9937,1446.2012,1815.3652,3399.8093,3280.0166,2881.3423,2863.5715,1028.1683,1762.0771,1772.1451,1625.5513,1750.1237,1793.071,2206.4546,2272.1714
651.5512604,0,0,0,165.80276,0,0,0,0,0,0,888.75476,1019.0745,148.39145,86.88428,64.51027,0,0,0,0,0,541.32416,322.2609,0,271.03314,0,154.53929,188.63434,0,0,0,229.17686,130.77264,288.57507,0,0,0,0,0,0,0,279.72458,347.93002,257.78882,190.29906,328.59525,259.3065,156.79758,68.09083
596.457449,0,0,0,0,0,0,0,0,0,0,0,61.92636,0,69.36388,0,0,0,0,0,0,0,195.60493,0,393.98438,0,515.3677,511.6941,541.4269,0,0,43.85546,0,135.88081,0,0,389.691,40.211395,0,337.55106,369.01187,0,0,0,0,0,0,0,0
633.2676336,0,0,204.89978,183.52423,68.95225,130.0051,0,0,0,0,128.62044,104.924675,47.750206,67.67312,0,0,0,118.18355,0,0,321.06653,785.12134,272.86755,548.95026,96.292656,279.19424,241.30933,164.03291,208.59442,163.38861,84.80336,149.55301,999.60016,62.349346,39.621525,470.84674,143.72723,92.965195,653.8024,626.8875,0,0,65.48565,73.72038,48.241623,0,64.93685,71.848564
595.3385467,0,78.20378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.352325,180.94118,316.53613,97.76548,100.36867,98.96157,393.40607,117.88667,57.32409,144.22162,435.1334,184.8786,208.72818,61.894604,323.61124,371.04608,0,0,0,0,0,0,0,0,0,0
458.3473379,222.8709,0,0,0,45.092957,71.44008,0,0,52.358166,132.79468,107.225586,273.18228,0,171.61497,41.894905,158.83513,0,200.76112,128.38338,0,207.53801,100.46367,67.54682,0,80.2972,122.36679,176.67908,127.079124,257.2968,58.087852,37.897625,107.0137,291.23715,0,0,52.093704,80.667725,79.70664,68.972786,59.687866,0,196.40512,0,62.999672,0,0,0,0
993.4767474,89.9912,0,63.193336,67.986496,0,0,0,0,0,0,41.622955,100.47671,0,0,0,0,0,0,0,0,242.20667,131.8211,269.8662,342.42673,266.05957,349.5553,365.3061,0,304.69464,316.63864,225.29558,329.40305,319.8831,244.35902,158.06499,325.88223,366.0679,223.49762,52.446926,0,0,0,0,0,0,0,0,0
1197.957452,0,0,0,0,0,258.48138,0,0,0,0,0,0,0,0,0,0,0,0,784.0149,1137.1716,0,0,0,0,0,0,0,0,0,0,0,0,85.54831,0,0,0,0,0,515.0486,0,0,359.3916,195.94931,0,0,0,0,0
917.5445768,0,0,0,148.3119,40.07569,0,0,0,0,0,293.55005,253.03448,186.00679,78.34706,0,0,0,0,0,0,267.9378,0,0,298.95996,53.659554,174.38614,171.09004,0,0,0,0,0,207.25534,0,0,149.70158,0,0,194.76807,201.97151,0,202.34862,188.57487,0,210.41089,208.39633,212.65086,179.57698
582.4049851,1910.1465,1254.0184,570.1399,2160.3196,591.0789,503.41266,501.1609,42.31546,0,0,656.8103,1631.7433,1494.4253,1349.9774,578.9991,70.58028,469.7414,307.95215,111.593735,95.58931,2014.5134,797.32086,973.67224,2267.5425,1268.4813,2317.5422,3006.7957,1872.4298,1428.6416,1405.5533,1995.2096,2443.314,897.97925,2148.5054,1871.9316,1223.8865,2965.8904,3025.749,1014.7162,1154.444,0,341.6365,406.93256,382.855,275.4043,340.53528,372.67505,455.77283
663.4016822,512.0582,103.317474,192.47147,189.52037,0,0,0,0,0,0,565.865,241.39319,164.11688,41.170967,90.19101,46.837337,142.32921,66.575096,45.51999,0,680.23517,143.75108,392.85623,102.18757,452.9131,208.66577,150.30388,109.55937,244.00684,230.81529,527.1598,800.265,348.76706,502.5065,203.15305,225.96309,269.5223,181.29614,169.35384,277.85214,0,218.7393,176.84787,149.25108,208.43262,187.33585,142.3652,127.98944
635.3708633,173.46353,0,153.71896,230.44492,0,0,0,0,0,0,173.75781,195.38123,0,139.97546,0,289.4095,0,110.444496,0,0,103.29181,88.12588,213.22815,195.47198,211.58997,136.39777,151.78827,0,119.37363,153.53319,81.731445,0,327.5764,158.6254,158.37404,327.99167,197.8897,96.74627,185.1489,160.58908,196.46893,195.69066,207.92865,311.06744,237.70435,256.07642,195.80234,258.26758
764.6020336,0,0,0,0,40.349552,45.925255,0,74.22188,259.79117,380.07504,0,0,0,0,0,0,0,61.224922,0,0,0,0,0,0,0,67.9868,0,46.097095,0,0,0,0,0,0,0,0,0,0,43.149002,0,0,0,0,0,0,0,0,0
953.5371709,170.00116,129.25562,0,121.11759,0,0,0,0,0,0,0,0,0,44.70036,0,0,0,0,0,0,51.351135,0,0,122.69615,0,70.756516,69.56315,98.24572,0,0,140.30847,95.24754,0,40.754627,46.619392,0,0,0,0,0,0,0,0,0,0,0,0,0
588.4482399,0,0,0,0,0,0,22.365082,0,0,0,23.374302,0,0,282.77325,21.788183,36.5834,0,98.63164,0,0,27.825,0,0,0,0,0,36.506607,0,0,0,0,0,0,0,0,0,0,22.69307,0,24.438042,0,0,0,0,0,0,0,20.276112
583.4137688,0,0,132.34628,155.4442,58.45167,0,0,0,0,0,377.04865,345.712,245.57545,204.19629,189.82275,0,123.3482,0,0,0,123.92969,0,292.69452,219.85739,322.48425,343.78445,426.5759,280.6654,264.39578,349.4844,161.37006,0,230.3546,0,0,296.32846,0,413.80194,296.14462,403.5994,0,0,57.99521,71.98461,117.330864,77.523506,53.69626,61.822342
593.2742597,65.887794,428.25485,238.19339,169.96216,114.87384,174.57904,0,0,0,0,0,0,0,0,0,0,102.079544,0,0,0,0,0,148.48581,50.35632,141.58109,0,0,0,0,68.54057,31.454437,73.8212,0,122.26442,98.81328,74.011604,114.399086,113.13533,0,47.587105,129.11009,0,0,0,0,0,0,0
934.4194846,38.976837,0,0,0,0,176.78922,0,79.16648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.03047,0,142.59831,0,0,0,76.494286,432.1097,0,0,0,100.22014,0,0,0,25.202103,0,93.90788,0,0,0,0,0,0,0,0
1215.675639,0,0,0,41.139603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.37284,0,187.37949,0,0,0,144.05278,0,56.011467,160.83841,0,222.73837,162.46544,0,170.07486,71.93694,0,0,0,0,0,0,0,0,0,0
1045.472986,0,0,0,45.703876,0,0,0,0,0,0,0,0,89.457596,0,0,0,0,0,0,0,107.63409,0,234.98856,238.5952,155.72662,156.50963,64.36068,94.869385,54.86098,100.88514,0,224.1908,0,0,114.327835,130.81706,108.80257,72.48231,0,0,0,0,0,0,0,0,0,0
620.289864,434.5139,146.3646,311.4218,491.9315,105.919975,0,0,0,0,0,387.05225,413.17715,202.3176,159.71542,166.82683,0,0,0,0,0,148.81989,151.7699,0,299.9864,465.5693,204.15625,287.09067,173.62575,0,0,222.31688,365.84402,95.16216,414.86942,291.14334,0,509.83215,262.68375,0,0,0,0,0,0,0,0,0,0
775.5627319,376.27884,338.22473,359.31058,349.9487,120.859406,265.28415,0,0,0,0,349.27838,808.95795,666.36304,479.43088,429.27972,593.15234,495.23502,699.3114,57.8024,0,1272.5573,1144.961,1068.0216,2000.0325,956.4874,1023.54846,1628.8722,738.5447,1545.8893,1026.4147,805.1994,1188.0779,1216.7708,1353.09,589.8525,1154.6212,794.2547,776.4901,1564.0787,1530.253,349.87134,286.63358,323.89423,347.46158,304.0684,286.98077,364.00967,259.68948
579.3826394,141.56181,0,0,121.93655,0,0,0,0,0,0,209.10046,0,47.14702,69.79408,0,0,0,0,0,0,165.78589,39.601578,69.44944,261.62378,125.553154,230.86205,159.49193,80.50957,54.95838,0,0,313.41095,80.90944,98.01466,111.572174,68.995895,335.0599,105.65031,0,49.866577,0,0,53.26126,0,0,46.55135,0,0
597.3933352,249.21155,0,145.75085,705.9326,0,0,0,0,0,0,0,477.27246,0,0,150.14032,0,0,0,0,0,910.476,108.91224,159.60907,579.88855,262.47473,495.12027,728.13226,315.31036,207.5332,137.5164,239.03651,634.33234,317.66565,754.9801,318.52655,220.45251,1046.4043,644.9305,292.2794,336.0313,0,76.55594,143.65002,215.09865,103.5075,121.083694,149.68674,225.62024
1087.483456,156.61043,141.04837,509.17624,171.73863,61.93283,299.2073,0,0,0,0,264.81082,294.64713,264.78168,147.83723,123.696815,151.1941,112.9727,324.71786,71.073074,0,194.08339,121.50635,809.2736,143.01938,828.581,168.80655,181.0844,203.49449,753.96295,602.391,261.3002,166.89058,955.0661,179.06682,190.17152,868.692,363.2659,197.19116,701.6572,697.3551,172.57034,415.94257,463.6185,452.16815,336.98502,335.43622,336.0003,418.35992
963.5992597,66.18709,59.82524,0,64.80792,0,0,0,0,0,0,83.77194,70.438644,58.43437,59.723907,0,0,0,0,0,0,0,52.659554,0,105.59868,0,151.7154,83.96091,120.86796,0,0,0,51.39953,0,84.955536,0,0,87.20445,151.0088,0,0,0,0,0,0,0,0,0,0
707.0941158,307.0816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733.5438158,0,420.68817,412.72675,80.3775,251.72008,602.44727,303.24188,942.6361,0,567.44745,0,0,38.03176,52.608543,59.163223,60.683243,83.88501,176.91078,204.30016,316.40012,0,0,621.3416,44.11919,291.91013,121.49831,89.55573,125.90729,476.54755,1443.1578,41.322784,96.831436,0,189.3937,90.39778,439.89612,317.9397,83.92546,373.92862,291.47702,0,0,25.286526,0,0,40.419075,63.348396,116.16155
474.3485271,180.18037,94.8861,126.761246,0,80.80784,135.31032,66.7852,0,0,0,33.38098,71.601974,88.06233,58.4655,113.5613,22.783205,40.79978,129.22778,97.24772,0,141.88443,67.4962,199.5003,307.8963,296.57614,168.8044,165.75616,222.0676,264.45444,243.23813,176.24521,142.08537,217.03325,222.36812,203.6445,270.75507,185.00928,256.32565,225.98888,199.12967,0,0,0,0,0,19.704182,44.95261,28.688438
587.3997735,458.8778,120.59322,0,0,606.3969,0,0,0,150.2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195.926445,176.61458,71.06787,61.49659,105.286514,44.32534,0,0,0,0,0,179.58524,154.5213,197.45424,152.40392,91.26637,0,31.71117,0,0,0,127.08264,71.64899,88.83234,97.26364,63.916096,150.38728,138.31992,116.25319,71.682846,72.08426,90.80818,161.65558,125.28508,210.6029,157.53183,78.202225,195.68977,90.34692,110.25128,92.11961,0,0,33.250168,24.79425,0,0,27.412014,63.40107
621.3918366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.827545,0,166.94897,0,0,0,0,104.35383,0,159.4431,65.20298,134.32713,0,0,106.64282,0,0,0,0,0,0,0,0,0,0,0
566.4103482,374.29633,395.56076,258.12503,577.90845,187.75053,217.92804,68.23859,0,0,0,513.8969,370.1135,380.79605,454.80917,312.53168,37.62645,272.65433,182.40865,0,0,703.7007,208.2855,196.81882,987.4139,427.59473,1093.375,867.2231,842.2203,256.50653,258.8672,183.95447,336.1483,710.6022,297.81674,467.82278,509.7994,602.6977,296.1565,499.131,327.9629,0,96.25268,74.00563,89.86141,91.35994,97.51491,64.421265,100.523186
670.308733,218.66177,124.97698,119.21539,175.65875,84.89851,90.26889,0,82.86145,69.58644,0,60.16135,0,0,65.225006,96.53033,0,81.895584,46.728,0,0,0,0,94.96041,0,106.380875,22.14236,29.39095,0,149.94168,144.33815,0,120.573654,0,138.2888,245.96591,0,81.123055,130.19994,0,0,0,0,0,0,0,0,0,0
829.5604957,96.259155,86.37009,81.25958,151.29759,0,0,0,0,0,0,447.71405,317.21283,95.29911,154.49953,233.31686,0,248.95816,66.325775,0,0,82.49013,115.47657,209.02193,383.80807,187.40265,149.73935,160.58334,215.87895,170.57233,157.74843,422.51398,205.28523,81.0607,195.9994,168.3197,196.62686,474.87573,373.05603,246.07536,268.46484,63.95696,102.448425,97.46259,93.07339,161.7863,93.90961,53.19619,129.98885
629.3941623,0,0,5.843689,0,0,0,0,0,0,0,12.916756,12.817365,32.402977,0,10.725911,0,0,0,0,0,0,0,0,0,47.63625,0,9.588557,0,22.637587,0,0,0,25.975542,0,0,38.76532,60.69402,0,0,0,0,17.277924,0,15.190525,23.10844,0,0,6.6249056
795.6602316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.9561,0,0,0,0,0,0,0,114.047,0,0,0,0,446.32623,0,0,0,0,0,0,0,0,0,0,0,0,0
807.4656509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940.3516,107.60413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689.1602516,0,0,0,0,0,0,0,0,0,0,34.098152,0,0,0,0,0,0,0,0,0,25.522614,326.1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.928898,93.95499,59.54014,90.36674,84.68146,34.90734,55.641098,0
519.2384905,0,0,0,0,0,0,0,0,0,0,361.3151,313.82535,245.18091,219.0047,69.42912,0,0,0,0,0,233.19681,113.53847,0,143.59674,0,110.17503,0,114.53829,0,0,46.30431,50.33097,191.90077,0,0,103.8407,31.991306,0,116.90999,113.32114,0,0,0,0,0,36.653183,0,0
913.7096669,206.48438,669.12396,550.82635,296.06046,282.52365,0,160.68831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536.3666409,0,0,0,0,13.432094,4.604844,9.278688,15.901324,0,2.7337255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.447667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.714068,0
635.3706695,165.22838,0,153.71896,164.07312,0,0,0,0,0,0,212.81651,250.47792,166.07675,0,122.284546,277.4032,127.58964,110.444496,0,0,103.02075,73.77915,213.22815,221.54807,236.39835,0,299.48843,213.7692,119.37363,153.53319,92.69092,256.4026,349.33417,0,137.06598,327.99167,186.67767,130.97379,185.1489,184.0568,214.49603,215.27711,207.81412,281.34415,254.93544,256.07642,207.74127,307.45056
901.5462131,496.20822,0,53.662117,247.6484,0,0,0,0,0,0,341.1499,124.786125,88.60661,83.81566,0,0,0,0,0,0,220.74484,125.314415,115.3389,195.87845,153.46783,179.41963,99.82886,48.90921,0,74.61691,722.48645,311.35913,132.78738,142.40274,90.74953,57.38678,145.34329,0,42.7645,75.64639,0,80.25504,47.872105,0,0,88.47131,80.307556,54.48243
677.1185659,1456.1145,129.63185,238.32321,339.24506,0,37.15395,0,0,0,0,0,0,63.30397,0,0,0,0,0,0,0,0,0,332.76505,126.32175,275.131,0,0,0,139.61586,187.3958,0,225.24567,0,303.19205,110.00663,47.825123,74.809845,72.52771,0,0,0,0,0,0,0,0,0,0
753.5830785,119.03409,0,0,167.24612,77.91596,0,91.12034,0,57.529457,0,182.22565,222.33005,0,127.16228,191.51326,0,143.32816,0,0,0,104.245605,62.89648,210.92212,169.23071,0,240.57167,89.64436,132.8108,0,0,81.837074,159.60048,0,0,0,0,0,165.82059,0,118.514694,0,0,0,41.39316,72.380264,0,55.76617,0
637.3860871,470.24332,0,0,241.92361,0,64.99926,0,0,0,0,0,81.78409,37.346382,53.3348,0,0,0,51.407494,0,0,132.10582,0,266.57416,60.89157,179.16608,0,55.63418,74.17694,150.50896,120.1386,169.10835,232.74591,113.80029,217.426,163.63411,84.670296,166.11986,167.71388,127.14,59.79216,0,0,0,28.94794,0,0,0,0
635.3690101,566.37964,87.54291,56.87242,268.70535,59.45047,0,0,0,0,0,399.88702,208.63939,280.07428,472.23804,142.00069,0,160.91666,83.01622,0,0,523.6474,198.086,170.08878,518.5018,582.7749,532.39996,831.70264,412.40308,585.4929,194.17532,203.68863,354.94,704.89856,226.11249,416.9151,296.51816,647.4204,435.14142,250.5961,153.99832,0,65.021324,93.49977,116.26941,99.55696,64.42562,135.31508,190.60605
1036.770102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.9316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.32208
1101.705443,76.3256,37.00796,33.288643,54.631775,0,0,0,0,0,0,28.333893,143.25478,96.366325,60.348034,60.16693,0,0,16.60201,0,0,131.23505,69.71649,191.84416,165.36067,176.53207,152.43713,124.49268,126.24871,144.73969,97.3777,182.4276,146.07637,172.88074,122.15695,151.71234,193.88452,250.6228,150.37099,166.2189,117.63025,65.518875,171.05916,159.15683,230.56694,131.46756,155.87415,174.1303,265.71204
813.5839958,70.37373,0,94.752205,0,108.59849,0,0,0,0,0,59.309494,96.42208,0,50.647694,0,104.28976,89.11224,186.98041,68.31898,0,0,0,0,68.52683,64.289444,119.937584,40.817085,0,87.70773,62.904537,0,43.67355,0,0,0,43.90844,60.311813,42.046013,46.12025,40.74732,0,0,0,0,0,42.641983,0,39.415535
1157.669784,162.04036,60.35926,0,298.81226,0,0,0,0,0,0,850.18115,614.1099,324.78906,317.30002,189.53307,0,49.515213,0,0,0,381.23065,131.9882,0,242.54752,0,190.23505,184.8237,158.35417,0,0,133.02069,161.23422,625.7149,366.90683,352.5075,0,280.60553,0,0,91.729805,0,0,0,0,0,0,0,0
691.5342263,91.149055,139.26497,80.53156,181.42247,285.11517,134.0672,123.42316,0,118.393654,110.74559,328.95926,148.93944,174.70677,225.12505,191.12996,109.95607,306.62302,158.33498,131.10413,182.8924,86.89867,122.95794,198.75008,203.44194,200.39496,161.24077,290.52148,417.1882,168.64673,157.11212,0,241.75555,129.59837,201.88457,125.45716,154.96434,378.04974,333.205,227.90381,213.51764,111.987625,67.79846,70.58843,107.33031,149.22833,138.58075,96.09924,128.1898
613.387494,173.82726,75.98418,0,106.11898,0,0,0,0,0,0,262.45486,289.6488,0,83.26331,0,0,71.88256,45.98067,0,0,260.21667,131.17523,129.17984,164.21289,0,124.95701,168.5709,119.10027,0,65.31405,108.70422,190.10876,114.08763,154.33025,114.43281,0,232.24706,289.94882,80.13267,0,0,0,0,0,0,0,0,0
