PrimerID	derep result	derep result	FeatureID	id	molecularFormula	adduct	NPCpathway	NPCpathway Probability	NPCsuperclass	NPCsuperclass Probability	NPCclass	NPCclass Probability	ClassyFiremost specific class	ClassyFiremost specific class Probability	ClassyFirelevel 5	ClassyFirelevel 5 Probability	ClassyFiresubclass	ClassyFiresubclass Probability	ClassyFireclass	ClassyFireclass Probability	ClassyFiresuperclass	ClassyFiresuperclass probability	ClassyFireall classifications	row ID	row m/z	row retention time	064-0 Peak area	064-1 Peak area	064-2cm-B Peak area	064-3 Peak area	064-4 Peak area	064-5cm-B Peak area	064-6 Peak area	064-7 Peak area	064-8 Peak area	064-9 Peak area	064_Sum	085-0 Peak area	085-1 Peak area	085-2 Peak area	085-3 Peak area	085-4 Peak area	085-5cm-B Peak area	085-6 Peak area	085-7cm-B Peak area	085-8cm-A Peak area	085-9cm-B Peak area	085_Sum	115-0 Peak area	115-1 Peak area	115-2cm-B Peak area	115-3 Peak area	115-4cm-B Peak area	115-5 Peak area	115-6 Peak area	115-7 Peak area	115-8 Peak area	115-9 Peak area	115_Sum	123-0 Peak area	123-1 Peak area	123-2cm-B Peak area	123-3 Peak area	123-4 Peak area	123-5cm-B Peak area	123-6 Peak area	123-7 Peak area	123-8cm-B Peak area	123-9cm-B Peak area	123_Sum	OOI-0cm-B Peak area	OOI-2cm-B Peak area	OOI-3cm-B Peak area	OOI-4cm-B Peak area	OOI-5cm-B Peak area	OOI-6 Peak area	OOI-7cm-B Peak area	OOI-8cm-B Peak area	OOI_Sum
960_Polyketides_Aminoglycosides	Unassigned	N/A	960	759_220629_5mMatOOI_siriusfeaturelist_960	C30H56N2O12	[M + H3N + H]+	Polyketides	0.664563954	Macrolides	0.52163887	Erythromycins	0.335164428	Aminoglycosides	0.554315269	Aminosaccharides	0.522801936	Carbohydrates and carbohydrate conjugates	0.892122447	Organooxygen compounds	0.999999881	Organic oxygen compounds	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Aminosaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	960	654.4144229	16.661823	96.11707	47.198765	68.509476	72.408295	0	53.93506	0	0	0	0	338.168666	84.62659	54.505226	69.6234	135.7857	0	0	0	23.018772	0	0	367.559688	166.27998	22.427885	80.65717	322.89508	209.39706	191.97714	154.94661	159.59033	87.56123	167.27957	1563.012055	66.33636	140.79681	203.67218	74.14258	81.53723	242.01802	208.41162	224.93552	162.3389	194.31467	1598.50389	0	0	31.086197	0	0	0	0	43.087654	74.173851
101_Polyketides_Fatty alcohols	Unassigned	N/A	101	761_220629_5mMatOOI_siriusfeaturelist_101	C31H60O10	[M + Na]+	Polyketides	0.964192867	Linear polyketides	0.299471766	Open-chain polyketides	0.260869443	Fatty alcohols	0.742447138	Unassigned	Unassigned	Fatty alcohols	0.742447138	Fatty Acyls	0.938811898	Lipids and lipid-like molecules	0.968932867	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	101	615.4038071	11.386238	403.46756	0	0	63.682983	0	0	0	0	0	0	467.150543	0	58.015327	0	39.54437	33.13804	0	0	0	0	0	130.697737	0	0	107.32309	0	48.311993	0	91.792755	0	27.860613	36.28968	311.578131	65.93661	125.68482	0	183.18677	107.71614	94.373116	148.65694	0	77.68443	68.19827	871.437096	0	0	0	0	0	0	0	0	0
819_Polyketides_Macrolides and analogues	Unassigned	N/A	819	770_220629_5mMatOOI_siriusfeaturelist_819	C60H106O12	[M + Na]+	Polyketides	0.995636642	Macrolides	0.181816429	Macrotetrolides	0.361695796	Macrolides and analogues	0.864170015	Unassigned	Unassigned	Unassigned	Unassigned	Macrolides and analogues	0.864170015	Phenylpropanoids and polyketides	0.423312247	"Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	819	1041.757023	16.263422	37.08779	0	278.24402	83.40314	137.1561	75.684814	0	0	0	0	611.575864	0	0	0	61.575294	281.399	749.69525	270.4199	1050.0508	192.4349	0	2605.575144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1191_Polyketides_Aminoglycosides	Unassigned	N/A	1191	776_220629_5mMatOOI_siriusfeaturelist_1191	C28H54N2O9	[M - H2O + H]+	Polyketides	0.710127413	Linear polyketides	0.361103594	Erythromycins	0.319534361	Aminoglycosides	0.684027374	Aminosaccharides	0.613160312	Carbohydrates and carbohydrate conjugates	0.933402956	Organooxygen compounds	0.999998331	Organic oxygen compounds	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Polyols; Amines; Primary amines; Alkanolamines; Aminosaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1191	545.3764158	17.0823	0	0	0	0	0	0	0	0	0	0	0	25.700006	29.974125	37.82126	0	0	0	0	0	0	0	93.495391	103.16645	36.79439	27.544502	133.69017	0	146.01147	123.126495	113.969986	0	29.172743	713.476206	0	0	72.88111	0	32.099503	100.64465	0	0	118.80479	69.81804	394.248093	0	0	0	0	0	0	0	0	0
1216_Polyketides_Alpha amino acids and derivatives	Unassigned	N/A	1216	783_220629_5mMatOOI_siriusfeaturelist_1216	C27H40N4O9	[M + H]+	Polyketides	0.427294403	Oligopeptides	0.287709951	Cyclic peptides	0.225801751	Alpha amino acids and derivatives	0.756536067	Amino acids and derivatives	0.83288765	"Amino acids, peptides, and analogues"	0.836093903	Carboxylic acids and derivatives	0.989580452	Organic acids and derivatives	0.999492764	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1216	565.2805148	17.117205	84.48453	0	0	0	0	0	0	0	0	0	84.48453	245.9065	0	26.532028	0	0	0	0	0	0	0	272.438528	86.17952	30.153198	194.05426	152.1993	380.0124	30.45008	0	35.524902	572.3087	475.10913	1955.99149	37.5742	0	150.93553	531.9722	409.6732	47.9152	253.63705	689.01843	0	66.10062	2186.82643	229.64876	39.722157	0	29.976585	38.710743	29.97482	35.492577	0	403.525642
2_Polyketides_Benzene and substituted derivatives	Unassigned	N/A	2	807_220629_5mMatOOI_siriusfeaturelist_2	C17H26O6S4	[M + H]+	Polyketides	0.16093795	Fatty acyls	0.047810055	Fatty alcohols	0.0088075	Benzene and substituted derivatives	0.859571159	Unassigned	Unassigned	Unassigned	Unassigned	Benzene and substituted derivatives	0.859571159	Benzenoids	0.974408329	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Sulfonyls; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2	455.0711786	8.386	137.2957	0	0	0	0	0	0	0	0	0	137.2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229_Polyketides_Beta hydroxy acids and derivatives	Unassigned	N/A	229	825_220629_5mMatOOI_siriusfeaturelist_229	C25H46O9	[M + Na]+	Polyketides	0.889223039	Linear polyketides	0.577849686	Macrolide lactones	0.803865075	Beta hydroxy acids and derivatives	0.529435515	Unassigned	Unassigned	Beta hydroxy acids and derivatives	0.529435515	Hydroxy acids and derivatives	0.268865764	Organic acids and derivatives	0.988495827	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	229	513.3031855	12.9097805	88.68799	0	0	0	0	0	0	0	0	0	88.68799	59.714054	0	0	0	0	0	0	0	0	0	59.714054	0	230.5321	0	184.22043	0	0	0	0	0	0	414.75253	1746.5574	380.3554	45.729355	0	0	0	0	0	0	0	2172.642155	0	0	0	0	0	0	0	0	0
822_Polyketides_Pyranoxanthones	Unassigned	N/A	822	839_220629_5mMatOOI_siriusfeaturelist_822	C32H38O6	[M + H]+	Polyketides	0.731697142	Meroterpenoids	0.223986685	Polyprenylated cyclic polyketides (Hop meroterpenoids)	0.397388369	Pyranoxanthones	0.950847983	Dibenzopyrans	0.962729514	1-benzopyrans	0.980284691	Benzopyrans	0.970673144	Organoheterocyclic compounds	0.999176204	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Benzopyrans; Aldehydes; Alkyl aryl ethers; Chromones; Xanthenes; Xanthones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Dihydrofurans; Benzenoids; Dibenzopyrans; 1-benzopyrans; Cyclic ketones; Pyranoxanthones; Pyranochromenes; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities	822	519.274805	16.279991	175.42682	186.78125	235.21732	184.62677	0	405.18112	0	0	0	0	1187.23328	0	0	0	0	58.326897	0	123.21158	212.76001	0	0	394.298487	0	0	425.98004	0	332.8408	0	0	0	520.3464	424.2185	1703.38574	123.36742	159.29036	0	418.50977	145.63629	0	181.82027	0	0	0	1028.62411	0	0	0	0	0	0	0	0	0
1295_Polyketides_Alpha amino acid esters	Unassigned	N/A	1295	840_220629_5mMatOOI_siriusfeaturelist_1295	C31H53N3O6	[M + H]+	Polyketides	0.853713632	Oligopeptides	0.656984448	Open-chain polyketides	0.936728001	Alpha amino acid esters	0.639835715	Amino acids and derivatives	0.80346787	"Amino acids, peptides, and analogues"	0.824098051	Carboxylic acids and derivatives	0.996375263	Organic acids and derivatives	0.999903321	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Macrolide lactams; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1295	564.3947362	17.328827	70.22612	705.22	769.3191	85.47327	378.51517	500.2386	294.00558	120.75455	131.37788	0	3055.13027	1665.9706	1550.6036	1339.8754	1169.3413	1268.7003	723.78064	965.046	603.3463	379.74777	183.34413	9849.75604	1184.2136	732.98004	745.52405	1235.236	831.1401	1268.9506	1255.7283	950.96216	1055.8647	926.46234	10187.06189	606.2319	560.4191	1286.1027	1008.37976	805.406	877.40094	1153.2028	849.78986	1394.6394	1203.2961	9744.86856	85.94493	533.8496	490.5247	467.09314	513.127	591.82904	470.77148	654.655	3807.79489
1109_Polyketides_Cyclic depsipeptides	Unassigned	N/A	1109	864_220629_5mMatOOI_siriusfeaturelist_1109	C39H72N4O6	[M + H]+	Polyketides	0.991916716	Oligopeptides	0.989174604	Cyclic peptides	0.989550531	Cyclic depsipeptides	0.953396976	Cyclic depsipeptides	0.953396976	Depsipeptides	0.914597034	Peptidomimetics	0.946682751	Organic acids and derivatives	0.999999881	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1109	693.5518024	16.938581	852.85364	987.40265	772.75824	1416.9622	965.6688	943.44257	1203.4547	522.5815	963.5492	769.29346	9397.96696	1077.3296	1450.8658	1779.2361	2006.8567	1732.6826	1162.6832	1353.9274	1741.4404	2009.1913	2440.0464	16754.2595	1147.4586	1164.4398	981.7564	1417.9789	1663.3949	2304.6975	2138.1636	2108.7014	1756.1038	659.4089	15342.1038	812.97833	397.80194	1498.5433	1371.947	503.07553	1274.7527	1958.1268	2089.3928	3100.004	2605.8145	15612.4369	682.1181	1313.849	935.16626	1319.2217	1236.7532	1297.4678	574.1946	1650.0646	9008.83526
1000_Polyketides_Depsipeptides	Unassigned	N/A	1000	878_220629_5mMatOOI_siriusfeaturelist_1000	C54H116N7O16S	[M + H3N + H]+	Polyketides	0.967946291	Oligopeptides	0.795779467	Lipopeptides	0.647433817	Depsipeptides	0.624813914	Unassigned	Unassigned	Depsipeptides	0.624813914	Peptidomimetics	0.330922753	Organic acids and derivatives	0.999763787	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Organic sulfuric acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Dialkyl ethers; Organosulfonic acids; Sulfuric acid monoesters; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Depsipeptides; Polyols; Amines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1000	1168.848761	16.69985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.10022	144.10022
224_Polyketides_Carbamate esters	Unassigned	N/A	224	896_220629_5mMatOOI_siriusfeaturelist_224	C28H60N2O13	[M - H4O2 + H]+	Polyketides	0.939628243	Macrolides	0.65050137	Erythromycins	0.117668144	Carbamate esters	0.662507653	Amino acids and derivatives	0.752524137	"Amino acids, peptides, and analogues"	0.739198089	Carboxylic acids and derivatives	0.922858059	Organic acids and derivatives	0.990237772	"Organic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Hemiacetals; Carboxylic acid derivatives; Carbamate esters; Dialkyl ethers; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	224	597.3933459	12.865834	247.26155	0	0	0	0	0	0	0	0	0	247.26155	426.7179	359.7939	163.19322	95.70117	49.77813	0	0	0	0	0	1095.18432	112.29748	0	206.86636	185.0242	143.76935	150.31874	168.39424	187.73026	110.952286	134.98868	1400.341596	144.60345	162.09908	140.27394	222.75406	110.03944	145.92224	249.1626	169.90067	104.64058	96.028244	1545.424304	0	0	0	24.229033	0	32.174614	0	0	56.403647
2316_Polyketides_Diterpenoids	Unassigned	N/A	2316	910_220629_5mMatOOI_siriusfeaturelist_2316	C48H78N2O12	[M + H]+	Polyketides	0.988164067	Macrolides	0.947580159	Ansa macrolides	0.750969052	Diterpenoids	0.775586724	Unassigned	Unassigned	Diterpenoids	0.775586724	Prenol lipids	0.36453411	Lipids and lipid-like molecules	0.893081009	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Diterpenoids; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Cyclic ketones; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2316	875.5660518	20.858109	146.1578	196.85573	206.08511	330.26572	39.786594	0	0	0	0	0	919.150954	0	574.25885	511.36725	0	203.62257	73.70045	83.63938	127.72184	42.410046	0	1616.720386	177.52643	411.29352	540.17523	610.02484	516.948	509.13458	471.56638	421.94412	307.45404	181.22527	4147.29241	1284.1216	565.8714	705.065	289.35574	196.7263	546.79443	0	199.23122	727.0292	837.9342	5352.12909	331.9972	431.5225	510.14212	560.25574	536.378	513.2001	557.51996	566.61615	4007.63177
912_Polyketides_Pyranoxanthones	Unassigned	N/A	912	937_220629_5mMatOOI_siriusfeaturelist_912	C32H38O7	[M + H]+	Polyketides	0.810080588	Xanthones	0.330654949	Polyprenylated cyclic polyketides (Hop meroterpenoids)	0.255488843	Pyranoxanthones	0.963998616	Dibenzopyrans	0.937108576	1-benzopyrans	0.850163817	Benzopyrans	0.823152184	Organoheterocyclic compounds	0.981173754	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Benzopyrans; Aldehydes; Alkyl aryl ethers; Chromones; Xanthenes; Xanthones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Carbonyl compounds; Benzenoids; Dibenzopyrans; 1-benzopyrans; Cyclic ketones; Pyranoxanthones; Pyranochromenes; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	912	535.2691724	16.563637	684.6765	255.68573	457.90024	668.60925	327.46814	191.17563	0	0	0	0	2585.51549	449.155	67.239136	150.19041	200.98978	138.19263	0	186.83716	214.6544	44.09469	0	1451.353206	142.90187	0	334.51718	436.26556	384.72794	440.95377	640.1721	472.65717	287.54388	276.25638	3415.99585	498.2229	669.45264	206.75777	270.70377	381.31653	217.65575	489.4073	420.90457	118.73332	129.84676	3403.00131	489.12653	236.39032	99.40598	144.48366	195.7917	160.0444	129.4704	125.938385	1580.651375
1239_Polyketides_Alpha amino acids and derivatives	Unassigned	N/A	1239	973_220629_5mMatOOI_siriusfeaturelist_1239	C41H78N4O11	[M + H]+	Polyketides	0.971345186	Oligopeptides	0.852500141	Erythromycins	0.352127582	Alpha amino acids and derivatives	0.896967411	Amino acids and derivatives	0.985702455	"Amino acids, peptides, and analogues"	0.985790849	Carboxylic acids and derivatives	0.999642015	Organic acids and derivatives	0.99999845	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; 1,2-aminoalcohols; Macrolide lactams; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1239	803.5766859	17.187489	169.67151	186.74031	168.61893	120.65222	123.67125	166.2929	92.24978	0	0	0	1027.8969	0	0	0	0	31.197195	0	39.164635	92.7205	0	0	163.08233	0	20.657515	94.7704	0	113.87141	0	0	22.359688	68.469284	46.237587	366.365884	64.81193	58.79964	33.42685	78.901955	103.93993	0	103.765274	91.67118	24.681812	0	559.998571	0	0	0	0	0	0	0	25.042995	25.042995
